# BEAST v1.6.1, Build r3651
# Generated Fri Dec 13 10:58:55 NZDT 2013 [seed=1386885535471]
state	posterior	prior	likelihood	treeLikelihood	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	skyline	cognate.loss	meanRate	coefficientOfVariation	covariance	treeModel.rootHeight	tmrca(baltic)	tmrca(baltoslav)	tmrca(celtic)	tmrca(germanic)	tmrca(indoiranian)	tmrca(iraniangrp)	tmrca(italic)	tmrca(northwestgermnc)	tmrca(toch)	tmrca(westgermnc)	age(luvian)	age(avestan)	age(oldnorse)	age(latin)	age(oldpersian)	age(oldhighgerman)	age(hittite)	age(vedic)	age(ancientgreek)	age(lycian)	age(gothic)	age(oldchurchslavonic)	age(oscan)	age(oldirish)	age(tocharian_a)	age(classicalarmenian)	age(oldenglish)	age(tocharian_b)	age(oldprussian)	age(umbrian)
162000	-13978.286941361446	-184.55133003360933	-13793.735611327837	-13793.735611327837	1.9971080938843392E47	1.3288918954309101E51	7.940230077625628E62	6.512863481034451E55	2.050311761385769E49	3.0	5.0	2.0	7.0	6.0	-2785.8646444053843	1.8177213469697094E-4	1.0	0.0	NaN	8236.680945185291	1329.7311285184996	3220.9676693930364	2999.7527545872563	2209.142781673472	3614.9098127001116	2691.0999017442437	2805.8090625482578	1847.6946914139105	1840.440006397691	1528.2823235164424	3212.4036815902764	2524.357945651817	785.1101842248049	2119.882579411995	2346.522142439199	1037.0707173074807	3334.3437984251955	2944.5443607496086	2389.8883735488434	2536.726458699748	1637.4133756334757	953.92903132837	2363.9867388156854	1129.930429919908	1408.6119614025142	1469.0133681155473	1040.7117816297484	1245.9386019466258	679.4362303469571	2238.9905624327007
164000	-13973.874227978928	-183.68761357593038	-13790.186614402997	-13790.186614402997	5.669817955676326E48	4.902596819197803E52	9.561795343031464E62	8.89695466197961E56	2.045522701567777E49	6.0	5.0	3.0	4.0	5.0	-2807.464063559939	1.7717096460036802E-4	1.0	0.0	NaN	8305.536547411455	1353.4230442897576	3289.717295617245	2888.9455586344416	2345.7192831383627	3796.724700481462	2874.7019632711713	2839.05096186196	1870.1546430933229	1861.8448832267914	1550.9620683369208	3212.4036815902764	2460.880498225223	794.72694939171	2169.83547947599	2331.6927553926935	1016.5819739362545	3355.733407108841	2876.9476460239193	2389.8883735488434	2553.152309463315	1669.3174400299595	958.7856534046839	2297.0875429369744	1204.3892520173215	1251.2486518117116	1499.0380736272298	1040.7117816297484	1466.0283534276127	641.1597943870607	2465.8386544349883
166000	-13976.653987469961	-186.13277265056604	-13790.521214819395	-13790.521214819395	8.960007826438009E48	2.344772514099144E53	1.2960336496131018E64	1.0502544068727866E57	5.216592624470677E49	6.0	9.0	2.0	3.0	3.0	-2814.8781174224628	1.8434339179425446E-4	1.0	0.0	NaN	8262.766507064962	1347.6576561730337	3318.194415455494	3079.8159981639587	2341.4802088979322	3670.333483463865	2778.359381553939	2826.9670952657398	1926.1433279474622	1853.9413995799362	1517.538568672133	3212.4036815902764	2479.153972845493	792.4964580688702	2199.291778560336	2331.6927553926935	1032.5433400349102	3139.0235404032555	2950.361630117396	2486.859791532381	2494.88807548673	1669.3174400299595	954.90503961853	2297.0875429369744	1275.4288778543664	1341.1372035253642	1476.870689605952	1012.1330152852032	1481.1975434020442	539.9865068760979	2465.8386544349883
168000	-13981.34105142622	-188.37687580819502	-13792.964175618024	-13792.964175618024	3.3054095459904184E49	1.6867386292760487E54	7.886773220608738E64	6.750833910112074E57	1.1606711414381073E51	5.0	3.0	1.0	13.0	1.0	-2942.751008944827	1.799540281043812E-4	1.0	0.0	NaN	7887.524617968296	1342.1836239952083	3340.740930972233	3042.4285289198156	2350.5115560792724	3741.720354865999	2927.797967648896	2948.6137335233766	1949.8066071509913	1840.492734758633	1550.5869489302195	3212.4036815902764	2518.869273979089	791.3233814473867	2160.6490546812624	2331.6927553926935	1037.181769779954	3164.264959876059	2983.3234239303147	2413.0688435437596	2494.88807548673	1646.6910544524333	1020.6487601324661	2356.4287443831	1236.8289952545545	1445.8833372804147	1494.482784937572	967.6269229310608	1427.1096452388008	793.7832614867935	2564.282431478512
170000	-13971.656961712806	-187.24825381216112	-13784.408707900646	-13784.408707900646	1.1050315745296151E51	2.879073271891601E54	1.255949682876581E65	4.8699908135009214E58	4.2631187157886255E52	3.0	5.0	5.0	3.0	7.0	-2982.7501367044138	1.8606050660998196E-4	1.0	0.0	NaN	7932.556670820067	1360.2751858273364	3394.7542877334317	2834.2868522956414	2350.4626972571064	3817.915677757106	2913.4131234141055	2860.1676437337246	1976.5225538126858	1757.973425615135	1569.7904607130836	3192.9486298057195	2518.869273979089	813.4857839662478	2077.112511985276	2384.1427735605585	1123.5029640240462	3458.579699991933	3107.9049149588996	2409.267399391201	2628.298125898605	1660.9988000993783	928.1089341436272	2341.4044263011365	1088.0869165300144	1332.011261575102	1439.5226436483276	943.5682614058479	1349.6096111066374	744.6186759168676	2400.8897573769523
172000	-13973.651066602164	-179.993206143146	-13793.657860459018	-13793.657860459018	1.8903837681278634E52	1.7829806241029006E55	5.688063982160386E65	2.5762710818489206E59	1.4027155336667456E52	1.0	13.0	1.0	2.0	6.0	-2919.678407514839	1.894518134486318E-4	1.0	0.0	NaN	7793.886564464716	1398.4768132922766	3394.7042684579465	2898.5547473578927	2350.449325564765	3924.266941864693	2803.1737520086285	2833.764665793196	1903.1628031201046	1757.9817995179503	1553.702989940074	3235.83591267517	2507.200935344864	779.5884466639789	2077.112511985276	2337.4791260461107	1070.157355605117	3258.963065852678	3086.674306164248	2402.345800177962	2531.5174031287893	1660.9988000993783	1002.4642902480036	2326.0248190549687	1278.6393853544657	1371.328117104544	1436.1560482720759	1009.9023067723006	1287.2115866779945	777.5599796295412	2413.8839731837015
174000	-13977.606752385998	-185.94839533700883	-13791.65835704899	-13791.65835704899	1.8484008381156599E53	2.3515843611889466E56	3.9029480445124364E66	4.342727579964108E60	3.784010147931267E52	3.0	3.0	2.0	10.0	5.0	-3065.5803803824856	1.7999535698449572E-4	1.0	0.0	NaN	8214.691458230283	1333.2777257941596	3314.2096570784925	3093.2216843328383	2318.5472058355676	3688.386010628039	2828.75018249093	2846.840016359676	2000.2905960843968	1754.1922596236723	1560.562867252439	3235.83591267517	2492.431203828784	832.0513709170575	2092.644801342962	2488.316871187918	1118.4840807489468	3149.203282696344	3033.5806421787242	2414.600160038008	2529.573310303222	1639.9391480818813	1002.7943740335005	2326.0248190549687	1134.7296879821874	1414.4627186608088	1418.0574469936514	993.3608650125736	1175.6697866894588	748.1463840182893	2390.875600019416
176000	-13969.075276129612	-182.58620800245453	-13786.489068127157	-13786.489068127157	2.3319912119662296E53	1.8843265146720768E57	9.544906732506686E66	4.9236498694991094E61	1.71192844001404E53	4.0	2.0	3.0	12.0	2.0	-3167.7467927981766	1.9621166569618856E-4	1.0	0.0	NaN	7760.578334498341	1348.246821561852	3337.8114525166643	2660.41487730069	2323.3819023863225	3762.7250521384376	2762.095879233007	2822.05109349898	1866.7641356892418	1757.8159874261817	1538.9359490487848	3235.83591267517	2522.9510127898525	737.1299462580735	2142.3468001493284	2345.4993765185022	1071.5934096857407	3173.8716273345003	3130.5079887614197	2393.874793367847	2584.789567153669	1653.0534081172423	980.0130514044763	2388.3820635938637	1208.958446544258	1313.882458999161	1367.053777257171	1036.6465836466423	1300.2200375270509	543.4405547582652	2343.846074099122
178000	-13966.925692811436	-178.73177618873893	-13788.193916622697	-13788.193916622697	1.1671189222339928E54	3.653460742958331E57	8.866895188076122E66	5.704469439679032E62	4.317070316826572E53	6.0	2.0	6.0	8.0	1.0	-3216.480287901633	1.8205297480136003E-4	1.0	0.0	NaN	8348.158172666002	1354.0152188963787	3382.7334913311397	2677.2658587005662	2370.0360251883435	3876.3569909447097	2809.6576766279127	2834.095345504299	1872.0859892707072	1765.3420322063532	1531.3914023450811	3235.83591267517	2522.9510127898525	721.2879327764878	2119.471718722834	2352.44114342812	1040.9961540083	3298.797464337967	3130.5079887614197	2416.3012523349	2499.0445102641584	1670.805694440201	952.6464319967232	2329.139343248388	1202.3398681319106	1296.3247784002378	1342.279352911461	1075.724432405747	1369.0856802506873	614.8478762868724	2378.5213816782616
180000	-13988.260570498622	-187.397673337556	-13800.862897161065	-13800.862897161065	2.3290794015250887E55	1.8613030780581655E58	9.960694717665177E67	3.680194031838243E64	2.9548111282466167E54	4.0	1.0	2.0	7.0	9.0	-3126.751668896587	1.7919338484993433E-4	1.0	0.0	NaN	8000.655467841388	1353.9931093485047	3382.6896238289496	2800.712964322354	2370.0510344987083	4050.5117762887676	2809.693730796224	2834.111711492981	1868.683135693415	1765.3300500272085	1517.8491831102529	3234.2210147658498	2509.4357117574737	777.009036391856	2294.8348769197037	2352.44114342812	1017.2176198451525	3389.3629173879167	3213.0884912279294	2414.5703952312647	2499.0445102641584	1716.3247389505711	1058.124956285403	2324.64120509271	1196.3847806257133	1235.4191933386555	1389.0955775548143	1039.3746429694502	1342.0074724404553	730.3251666953296	2352.309061061274
182000	-13977.498672338828	-177.98052335902042	-13799.518148979809	-13799.518148979809	8.072745173727847E55	1.3851585212569078E59	2.2856254488487958E69	3.7927881857246602E65	1.7405340293394843E55	2.0	4.0	7.0	7.0	3.0	-3358.7068090996936	1.7773618855270408E-4	1.0	0.0	NaN	8318.765843073577	1342.6456610966707	3385.0481382217285	3032.6540408308842	2367.8649850441275	4104.026947610075	2820.011741070033	2812.695367811544	1945.8077325227748	1763.7632670341247	1535.122002964711	3234.2210147658498	2509.4357117574737	723.2306878723075	2156.5058893137093	2352.44114342812	1049.7970358090834	3456.6051384222283	2955.8307095664763	2414.5703952312647	2476.583955846995	1640.6941606445482	1053.6755987698605	2155.602719701297	1363.4797103260203	1325.258814200398	1583.2154395964367	975.9575114580886	1341.0566769341492	590.2676351460717	2381.439156802072
184000	-13969.486761993696	-181.13820600251353	-13788.348555991182	-13788.348555991182	4.6041297222809896E56	4.378434457798574E59	1.0715478705721623E71	4.735593579041789E65	2.027097221632739E56	6.0	3.0	7.0	3.0	4.0	-3311.9613636121503	1.7965069298692457E-4	1.0	0.0	NaN	8291.867595908669	1356.7830719379713	3320.2526023823875	2915.6412843189373	2365.505522325269	3916.778035459291	2803.8530422077492	2809.0408244619575	1956.4837933302751	1762.0080029195938	1534.3854657251918	3235.257119531121	2509.4357117574737	786.21619203531	2156.5058893137093	2352.767703172739	1030.7500769478486	3401.3108607204827	3142.4490053370323	2414.5703952312647	2483.8506322016374	1679.515146474976	1047.2827403487777	2390.5413518213327	1238.2661681457407	1354.2393836900721	1368.7445217615766	1022.8679854902742	1320.990060427778	790.3320870032771	2397.0714266353266
186000	-13973.86975950855	-177.03424303007307	-13796.835516478477	-13796.835516478477	1.772056523117255E57	1.590733253514485E60	2.227627916326662E71	1.1680513599816527E65	4.610464220999587E56	6.0	1.0	1.0	7.0	8.0	-3186.369051234997	1.764205370844494E-4	1.0	0.0	NaN	7987.43887978965	1391.0295985975038	3298.5764814181216	2933.429006651217	2446.678885129151	3768.8385085365544	2830.4952416823307	2869.6742932906172	1897.009768743924	1771.4063543327457	1542.5869656929005	3243.768475993959	2513.2258591229393	845.4624791249797	2102.787671237433	2363.353034604195	1038.4529995956757	3385.3116738928707	2958.7935857962602	2444.868805145273	2491.193062599247	1656.1764310719793	1000.3514753633186	2282.642264562615	1140.6404492727863	1365.0820384017893	1378.9583236803537	985.779881837972	1349.607398833827	736.4849556260361	2385.765483061165
188000	-13977.768352666686	-190.48668785752278	-13787.281664809163	-13787.281664809163	6.650535685938639E57	6.78811086979632E60	7.95133386974796E71	5.219043643064713E65	3.774397862925791E57	9.0	3.0	2.0	6.0	3.0	-3255.2518715464385	1.834305658489537E-4	1.0	0.0	NaN	8201.107660872663	1301.4055723919666	3317.9825670805844	2610.713560706749	2262.899871639094	3781.9655435990144	2953.577078610461	2840.808620344815	1844.1901567047373	1812.0245267036482	1527.0331749298816	3178.3831225671083	2568.3975050371423	775.7789481033003	2073.575513525777	2559.0167910529176	1078.0298568207857	3280.523427999775	2935.703316323332	2458.575999564016	2649.685748467391	1648.6009780684774	1011.55208755706	2392.961683437594	1188.7757910315086	1363.7701625713855	1334.9881664268403	949.8149226176849	1317.9313824442493	553.9736707457712	2385.765483061165
190000	-13977.205395615276	-184.57740775780715	-13792.627987857468	-13792.627987857468	6.973559565153865E58	2.245245062584035E62	2.012869520005275E72	2.7865033982320238E66	4.675314548223271E57	3.0	12.0	1.0	3.0	4.0	-3285.9357548936855	1.895657267327473E-4	1.0	0.0	NaN	8041.592330953518	1355.0896748292969	3309.777381076186	2732.94569386782	2255.678721216696	3679.306491641137	2732.502828116487	2833.721596057281	1841.5117752570575	1807.4538173787707	1555.729048374571	3178.3831225671083	2474.2315226854644	752.4341663732965	2119.4193818506224	2312.4329074045577	1050.9353572270447	3189.432168776579	3053.95558535796	2392.1817985210464	2417.7297110883665	1671.921519221284	1063.635100074227	2371.047854122945	1199.8292914484593	1398.7377613673275	1482.2597042791178	1060.4938782606098	1334.1526601125497	874.7753401305281	2376.4026300319338
